listing_url,scrape_id,last_scraped,thumbnail_url,host_name,host_since,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,city,state,zipcode,market,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,jurisdiction_names,instant_bookable,cancellation_policy,reviews_per_month
https://www.airbnb.com/rooms/4297068,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/53977105/5f60c36b_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Chris,2014-09-22,100%,100%,1,1,t,t,Atlantic,Central Area,Seattle,WA,98122,Seattle,US,United States,4.759.982.698.879.020,-12.230.948.305.952.500,Townhouse,Entire home/apt,4,2.0,2,2,Real Bed,$149.00,"$1,200.00",,$300.00,$25.00,4,$25.00,3,1125,2 weeks ago,2016-01-04,6,2014-10-30,2015-12-01,100,WASHINGTON,f,strict,0.42
https://www.airbnb.com/rooms/8221520,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/b56bd6e2-94ea-4ad7-a59d-9251a29889fe.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Daniel,2015-05-21,100%,100%,1,1,t,f,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,47.587.482.470.471.800,-12.230.062.210.708.000,House,Entire home/apt,8,3.0,3,3,Real Bed,$250.00,"$1,225.00","$3,950.00",$250.00,$120.00,6,$25.00,2,180,today,2016-01-04,7,2015-10-05,2015-12-01,94,WASHINGTON,t,strict,2.28
https://www.airbnb.com/rooms/2387605,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/75253183/9b84df0b_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Kazami,2014-02-12,100%,100%,2,2,t,t,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,4.759.412.508.467.700,-12.230.866.189.043.100,House,Private room,4,1.0,1,2,Real Bed,$69.00,$500.00,"$1,700.00",$200.00,$20.00,2,$35.00,1,1125,today,2016-01-04,61,2014-09-14,2015-12-21,98,WASHINGTON,f,strict,3.83
https://www.airbnb.com/rooms/8389809,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/106756567/950a210b_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,YingYing,2015-09-14,75%,N/A,1,1,t,t,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,4.759.428.979.601.730,-1.223.091.904.628.020,Condominium,Private room,2,1.0,1,1,Real Bed,$65.00,$400.00,"$1,499.00",$100.00,,1,$20.00,1,1125,7 weeks ago,2016-01-04,2,2015-09-19,2015-11-09,100,WASHINGTON,t,flexible,0.56
https://www.airbnb.com/rooms/7048843,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/97849034/e11b4f3e_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Kevin,2015-06-28,100%,100%,2,2,t,f,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,4.759.083.216.624.780,-12.229.981.339.194.900,House,Private room,2,0.5,1,1,Real Bed,$40.00,$280.00,"$1,000.00",$100.00,$20.00,1,$10.00,1,1125,5 days ago,2016-01-04,26,2015-07-26,2015-12-29,86,WASHINGTON,t,moderate,4.79
https://www.airbnb.com/rooms/879181,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/12866669/7e32ddc8_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Laura,2010-11-14,80%,100%,2,2,t,f,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,47.600.510.494.802.100,-12.230.199.396.646.000,House,Private room,2,1.5,1,1,Real Bed,$60.00,$370.00,"$1,000.00",$95.00,$30.00,1,$35.00,2,365,10 months ago,2016-01-04,31,2013-01-20,2015-11-28,95,WASHINGTON,t,flexible,0.86
https://www.airbnb.com/rooms/6423488,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/87331598/a866b94f_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Nicole,2013-11-22,N/A,N/A,1,1,t,t,Minor,Central Area,Seattle,WA,98122,Seattle,US,United States,47.601.386.255.668.900,-12.230.767.904.056.300,House,Entire home/apt,4,2.0,2,2,Real Bed,$149.00,"$1,200.00",,,$75.00,1,$0.00,3,1125,2 months ago,2016-01-04,5,2015-07-12,2015-08-11,96,WASHINGTON,t,moderate,0.85
https://www.airbnb.com/rooms/7241905,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/91850377/81ec10ca_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Mary,2015-01-26,100%,N/A,1,1,t,t,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,47.600.112.682.193.400,-12.230.375.448.214.500,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$115.00,$696.00,"$2,457.00",$200.00,$30.00,2,$20.00,1,1125,6 days ago,2016-01-04,7,2015-08-02,2015-09-21,100,WASHINGTON,f,moderate,1.35
https://www.airbnb.com/rooms/1246809,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/19304666/78f7a0e3_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Prez & Cherie,2011-07-24,89%,100%,11,11,t,t,Atlantic,Central Area,Seattle,WA,98144,Seattle,US,United States,47.581.723.470.149.900,-12.229.898.053.271.200,House,Entire home/apt,6,1.0,1,3,Real Bed,$79.00,,,$100.00,$75.00,2,$15.00,1,60,today,2016-01-04,64,2013-06-17,2015-12-11,89,WASHINGTON,f,strict,02.06
https://www.airbnb.com/rooms/10273158,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/b3d8e0ee-6458-459f-809f-981e5a1cdb30.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Diane,2015-12-04,96%,100%,6,6,t,t,Central Business District,Downtown,Seattle,WA,98101,Seattle,US,United States,4.761.070.500.556.570,-1.223.409.750.354.930,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,$129.00,,,$300.00,$50.00,1,$0.00,2,1125,today,2016-01-04,0,,,,WASHINGTON,f,strict,
https://www.airbnb.com/rooms/5615620,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/76545111/2d128ebe_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Ashley & Ryan,2013-12-30,100%,100%,3,3,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.927.418.099.720,-12.234.087.737.931.100,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,$100.00,,,$100.00,,1,$0.00,2,1125,today,2016-01-04,52,2015-04-19,2015-12-20,95,WASHINGTON,t,moderate,5.98
https://www.airbnb.com/rooms/936484,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/13836138/6a01a27e_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jordan,2013-02-04,99%,100%,169,169,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.854.614.710.930,-12.233.919.154.815.900,Apartment,Entire home/apt,2,1.0,1,2,Real Bed,$76.00,,,,$99.00,1,$0.00,2,1125,today,2016-01-04,7,2014-10-05,2015-08-10,91,WASHINGTON,f,strict,0.46
https://www.airbnb.com/rooms/5415077,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/69722130/8c230dc0_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Greg,2015-01-22,100%,100%,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.609.798.364.611.500,-12.234.036.797.019.900,Condominium,Private room,2,2.0,1,1,Real Bed,$95.00,,,,$30.00,1,$0.00,1,1125,a week ago,2016-01-04,43,2015-03-16,2015-12-22,95,WASHINGTON,f,strict,4.37
https://www.airbnb.com/rooms/938785,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/83933748/e100d3df_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jordan,2013-02-04,99%,100%,169,169,t,t,,Downtown,Seattle,WA,98121,Seattle,US,United States,4.760.846.226.651.110,-12.233.950.625.460.900,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,$100.00,,,,$99.00,1,$0.00,2,1125,today,2016-01-04,13,2014-04-28,2015-11-06,86,WASHINGTON,f,strict,0.63
https://www.airbnb.com/rooms/934216,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/79567768/930ae22c_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jordan,2013-02-04,99%,100%,169,169,t,t,Central Business District,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.816.272.667.270,-12.233.899.258.677.300,Apartment,Entire home/apt,6,2.0,2,3,Pull-out Sofa,$137.00,,,,$99.00,1,$0.00,2,1125,today,2016-01-04,20,2013-08-02,2015-10-22,88,WASHINGTON,f,strict,0.68
https://www.airbnb.com/rooms/6119821,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/76269495/3d089b96_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Rex,2015-04-22,100%,100%,2,2,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.908.008.126.350,-1.223.401.055.293.260,Dorm,Shared room,8,0.0,1,8,Real Bed,$38.00,,,,$6.00,1,$44.00,1,1125,3 months ago,2016-01-04,19,2015-05-19,2016-01-01,93,WASHINGTON,f,moderate,2.47
https://www.airbnb.com/rooms/3385421,20160104002432,2016-01-04,,Ken,2014-06-01,100%,100%,2,2,t,t,Pike Place Market,Downtown,Seattle,WA,98121,Seattle,US,United States,4.761.217.391.381.200,-12.234.339.349.369.600,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,$557.00,"$3,100.00",,$780.00,$180.00,4,$0.00,6,180,4 weeks ago,2016-01-04,31,2014-07-22,2015-08-17,99,WASHINGTON,f,strict,1.75
https://www.airbnb.com/rooms/5981343,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/79217077/eab7d969_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Naima,2014-09-18,100%,100%,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.608.663.438.061.000,-12.234.130.108.409.600,Apartment,Entire home/apt,6,1.0,1,3,Real Bed,$160.00,,,$100.00,$25.00,2,$15.00,1,1125,today,2016-01-04,48,2015-05-22,2015-12-28,98,WASHINGTON,t,strict,6.32
https://www.airbnb.com/rooms/9706229,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/7bd97c81-60a6-4d0b-a0e3-93c8cfd57f63.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Matt & Dan,2014-05-20,100%,100%,2,2,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.761.051.908.413.290,-12.234.180.959.822.900,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,$179.00,,,,,2,$30.00,2,29,today,2016-01-04,6,2015-12-23,2015-12-31,87,WASHINGTON,t,moderate,6
https://www.airbnb.com/rooms/8212989,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/106990054/02d16076_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Rex,2015-04-22,100%,100%,2,2,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.772.361.283.370,-12.234.047.579.709.400,Dorm,Shared room,8,8.0,1,8,Real Bed,$41.00,,,,,1,$45.00,1,1125,2 months ago,2016-01-04,3,2015-12-01,2015-12-31,87,WASHINGTON,f,flexible,2.57
https://www.airbnb.com/rooms/9444769,20160104002432,2016-01-04,,Emma,2012-12-15,63%,100%,9,9,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.882.169.959.260,-122.341.017.624.811,Condominium,Entire home/apt,4,1.0,1,2,Real Bed,$97.00,,,,$75.00,1,$0.00,1,1125,today,2016-01-04,0,,,,WASHINGTON,f,strict,
https://www.airbnb.com/rooms/5422159,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/7f456f9f-d59a-4d96-b9a3-8ab6fba4d065.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jen,2015-01-17,100%,100%,2,2,t,t,Central Business District,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.777.108.347.130,-12.233.963.978.133.600,Apartment,Entire home/apt,3,1.0,0,1,Real Bed,$99.00,$699.00,"$2,669.00",$100.00,$60.00,1,$25.00,1,1125,4 days ago,2016-01-04,43,2015-03-18,2015-11-16,91,WASHINGTON,f,strict,4.40
https://www.airbnb.com/rooms/9532861,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/f5fb7caa-5e98-4587-ae91-c61d23bdfb55.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Viola,2013-02-26,100%,100%,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.761.056.026.415.290,-12.234.129.640.209.300,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,$149.00,,,,,1,$0.00,2,1125,4 days ago,2016-01-04,1,2015-11-29,2015-11-29,60,WASHINGTON,f,moderate,0.81
https://www.airbnb.com/rooms/3380159,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/46155427/63546be8_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Daniela,2013-08-30,100%,100%,48,48,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,476.096.934.949.842,-12.234.199.733.819.200,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,$199.00,"$1,700.00","$5,000.00",$300.00,$60.00,2,$20.00,2,1125,5 days ago,2016-01-04,50,2014-07-01,2015-10-21,94,WASHINGTON,f,strict,2.71
https://www.airbnb.com/rooms/9294683,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/5494dd07-5ec7-4ce5-b2d6-e8a3b1d4fa00.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Matt & Dan,2014-05-20,100%,100%,2,2,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.846.137.579.490,-1.223.418.883.453.180,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,$157.00,,,,,2,$40.00,1,29,today,2016-01-04,14,2015-11-12,2015-12-31,99,WASHINGTON,t,moderate,7.78
https://www.airbnb.com/rooms/8253456,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/108678494/7b7eb025_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Hanna,2012-08-31,100%,100%,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98121,Seattle,US,United States,476.109.952.681.579,-12.234.352.190.634.300,Apartment,Entire home/apt,4,1.0,0,2,Real Bed,$170.00,"$1,100.00","$3,500.00",$100.00,$50.00,2,$25.00,2,1125,4 weeks ago,2016-01-04,10,2015-09-17,2015-12-01,98,WASHINGTON,f,moderate,2.73
https://www.airbnb.com/rooms/944237,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/13978557/2a17b5b8_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Emma,2012-12-15,63%,100%,9,9,t,t,Pike Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.607.237.593.725.700,-12.234.131.427.066.400,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,$85.00,,,,$75.00,1,$0.00,2,120,today,2016-01-04,9,2013-05-05,2015-10-31,93,WASHINGTON,f,strict,0.28
https://www.airbnb.com/rooms/4165387,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/77767408/13af52b8_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Michelle,2014-07-15,100%,100%,4,4,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.800.145.757.670,-12.233.984.576.376.600,Apartment,Entire home/apt,4,2.0,2,2,Real Bed,$299.00,"$2,000.00","$6,000.00",$300.00,$64.00,1,$0.00,2,1125,a week ago,2016-01-04,26,2015-04-26,2015-12-30,98,WASHINGTON,f,strict,03.07
https://www.airbnb.com/rooms/9866984,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/c8cede48-233c-42df-a846-6d2f4088e33a.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Noé,2015-04-11,95%,100%,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.608.802.671.420.200,-12.233.930.029.784.200,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$95.00,,,$100.00,$25.00,1,$0.00,2,20,today,2016-01-04,1,2015-12-29,2015-12-29,100,WASHINGTON,f,moderate,1
https://www.airbnb.com/rooms/7179337,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/91082465/890624f5_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Emma,2012-12-15,63%,100%,9,9,t,t,,Downtown,Seattle,WA,98101,Seattle,US,United States,47.607.753.341.071.800,-12.234.134.792.020.900,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,$99.00,,,,$75.00,1,$0.00,1,1125,today,2016-01-04,14,2015-07-14,2015-12-27,92,WASHINGTON,f,strict,2.40
https://www.airbnb.com/rooms/9768655,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/a6a8c2c3-a48c-4312-b281-d19ef91d849c.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Kimberly,2012-10-07,100%,100%,5,5,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.761.041.221.212.840,-12.234.149.015.183.500,Apartment,Entire home/apt,3,1.0,1,2,Real Bed,$165.00,,,$200.00,$65.00,2,$0.00,2,1125,4 days ago,2016-01-04,0,,,,WASHINGTON,t,flexible,
https://www.airbnb.com/rooms/8015531,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/3b0e3cb6-599a-4419-b929-c21d1c9c3d4a.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Charlotte,2014-02-01,100%,100%,3,3,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.855.884.319.100,-1.223.402.695.683.240,Apartment,Entire home/apt,4,1.0,0,2,Real Bed,$114.00,,,$95.00,$45.00,2,$25.00,1,14,yesterday,2016-01-04,40,2015-09-18,2016-01-02,95,WASHINGTON,t,moderate,11.01
https://www.airbnb.com/rooms/991961,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/ae8dc528-5fb1-4872-b949-b9f791f86a2e.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Darik,2010-01-27,94%,100%,34,34,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.608.170.005.509.500,-12.233.837.592.287.000,Apartment,Entire home/apt,5,2.0,2,2,Real Bed,$311.00,,,,$113.00,1,$0.00,7,365,today,2016-01-04,7,2013-04-02,2015-12-01,100,WASHINGTON,f,strict,0.21
https://www.airbnb.com/rooms/4597584,20160104002432,2016-01-04,,Brittany,2011-02-23,N/A,N/A,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.610.780.244.492.700,-12.234.116.511.425.100,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,$160.00,,,$300.00,$50.00,1,$0.00,2,1125,2 months ago,2016-01-04,0,,,,WASHINGTON,f,strict,
https://www.airbnb.com/rooms/8035212,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/105393276/a0e3cd99_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Ashley & Ryan,2013-12-30,100%,100%,3,3,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.768.097.033.040,-12.234.026.667.821.800,Apartment,Entire home/apt,3,1.0,0,2,Real Bed,$100.00,,,,,2,$20.00,2,1125,2 days ago,2016-01-04,31,2015-08-31,2016-01-01,97,WASHINGTON,f,moderate,7.32
https://www.airbnb.com/rooms/8053396,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/102878252/8ab7df54_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jones,2015-08-25,100%,100%,1,1,t,f,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,47.608.737.748.300.500,-12.234.118.078.540.300,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,$150.00,"$1,000.00",,,$50.00,1,$0.00,2,1125,2 days ago,2016-01-04,21,2015-09-11,2015-12-28,95,WASHINGTON,t,moderate,5.43
https://www.airbnb.com/rooms/9634448,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/fada0b4d-1e02-4692-bf7e-c75e0060ad71.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jeff,2015-11-24,100%,N/A,1,1,t,t,Pike Place Market,Downtown,Seattle,WA,98101,Seattle,US,United States,4.760.893.108.803.910,-12.234.028.228.758.700,Condominium,Entire home/apt,4,2.0,1,2,Real Bed,$357.00,"$2,500.00","$9,500.00",$250.00,$75.00,1,$0.00,7,30,6 days ago,2016-01-04,0,,,,WASHINGTON,t,strict,
https://www.airbnb.com/rooms/2516391,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/39651101/c39268bc_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Anthony,2012-03-29,100%,100%,1,1,t,f,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,47.644.820.571.384.300,-12.232.748.842.671.500,House,Entire home/apt,3,1.0,1,2,Real Bed,$135.00,$795.00,"$2,800.00",$500.00,$75.00,2,$20.00,2,180,5 days ago,2016-01-04,16,2014-05-27,2015-10-27,98,WASHINGTON,t,strict,0.82
https://www.airbnb.com/rooms/7581631,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/102204938/df650ff5_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,William,2010-12-11,100%,100%,4,4,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,47.640.917.298.786.600,-12.232.332.152.102.700,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,$110.00,$725.00,"$2,700.00",$500.00,$100.00,1,$0.00,3,1125,today,2016-01-04,6,2015-08-31,2015-12-23,100,WASHINGTON,t,strict,1.42
https://www.airbnb.com/rooms/7067650,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/99180587/7abdc921_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jarred & Tess,2012-07-03,100%,100%,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.764.208.137.387.090,-12.232.460.508.028.200,House,Entire home/apt,4,1.0,1,1,Real Bed,$75.00,$650.00,"$2,600.00",$200.00,$70.00,1,$20.00,2,1125,2 months ago,2016-01-04,9,2015-08-22,2015-11-02,93,WASHINGTON,t,moderate,1.99
https://www.airbnb.com/rooms/706385,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/9695553/f5cc4574_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Gillian,2012-04-04,100%,100%,2,2,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.764.338.998.972.600,-12.232.582.194.935.200,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$138.00,,,$300.00,$50.00,2,$0.00,2,21,5 days ago,2016-01-04,188,2012-10-30,2015-12-30,100,WASHINGTON,t,strict,4.85
https://www.airbnb.com/rooms/6005443,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/74812806/c5f13192_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Jeffrey,2013-10-06,N/A,N/A,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,47.640.525.303.970.600,-12.232.852.056.796.500,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$129.00,$825.00,"$2,850.00",$300.00,$50.00,2,$40.00,4,60,3 months ago,2016-01-04,3,2015-08-18,2015-09-28,100,WASHINGTON,f,moderate,0.64
https://www.airbnb.com/rooms/6883913,20160104002432,2016-01-04,https://a1.muscache.com/ac/pictures/87127679/78ce14c5_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Anthony,2015-02-22,100%,100%,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.763.917.688.779.130,-12.232.622.512.567.500,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$120.00,$500.00,,,$40.00,1,$0.00,2,1125,today,2016-01-04,31,2015-06-22,2015-12-20,95,WASHINGTON,t,moderate,4.72
https://www.airbnb.com/rooms/6523393,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/82080242/ee53552d_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Christy,2013-04-29,100%,100%,2,2,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.763.947.810.487.660,-12.232.593.091.508.400,Apartment,Entire home/apt,4,1.0,1,1,Real Bed,$95.00,$770.00,"$2,850.00",,,2,$10.00,2,90,4 weeks ago,2016-01-04,26,2015-07-13,2015-11-23,98,WASHINGTON,f,strict,4.43
https://www.airbnb.com/rooms/7922676,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/100946226/4862f0d0_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Wally & Ela,2011-04-22,N/A,N/A,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.764.078.786.904.270,-12.232.320.828.069.900,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$140.00,$700.00,"$1,950.00",$200.00,$50.00,1,$0.00,10,30,4 months ago,2016-01-04,0,,,,WASHINGTON,f,strict,
https://www.airbnb.com/rooms/6766513,20160104002432,2016-01-04,https://a2.muscache.com/ac/pictures/0f5cc659-2fe6-4693-bcd4-86d6a423e121.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Christy,2015-06-09,100%,100%,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,4.763.757.485.032.230,-12.232.335.910.594.400,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,$95.00,$700.00,"$2,700.00",$200.00,$25.00,2,$25.00,2,1125,5 days ago,2016-01-04,20,2015-06-21,2015-12-20,98,WASHINGTON,t,moderate,03.03
https://www.airbnb.com/rooms/682135,20160104002432,2016-01-04,https://a0.muscache.com/ac/pictures/9492082/8f3f7e2e_original.jpg?interpolation=lanczos-none&size=small&output-format=jpg&output-quality=70,Suryo,2010-09-03,N/A,N/A,1,1,t,t,Eastlake,Cascade,Seattle,WA,98102,Seattle,US,United States,47.640.079.036.601.100,-12.232.554.341.814.700,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,$91.00,,,$125.00,$75.00,1,$25.00,2,21,3 months ago,2016-01-04,7,2013-10-29,2015-09-27,96,WASHINGTON,f,moderate,0.26
